AVL_id,Ticket_id,Schedule_id,Bus_id,Driver_id,Route_id,Timestamp,Bus_Speed,Passenger_Count,Scheduled_Time,Actual_Time,Route_Delay,Bus_Fuel_Consumption,Bus_Behavior_Score,Day_of_Week
5808,98271,996,47,1831,92,2024-09-02 01:30:00,47.98,0,2024-09-02 01:33:00,2024-09-02 01:43:00,10,5.31,5.31,Monday
1165,16434,221,314,1847,22,2024-09-11 06:12:00,43.64,85,2024-09-11 06:17:00,2024-09-11 06:14:00,1437,5.73,82.28,Wednesday
6749,47543,379,440,1748,22,2024-09-29 00:07:00,32.19,92,2024-09-29 00:10:00,2024-09-29 00:28:00,18,14.73,70.89,Sunday
1718,54363,961,485,1509,26,2024-09-17 00:59:00,60.77,87,2024-09-17 01:07:00,2024-09-17 01:19:00,12,12.27,74.37,Tuesday
6642,73775,804,55,1371,5,2024-09-01 00:28:00,68.23,35,2024-09-01 00:29:00,2024-09-01 00:49:00,20,15.72,41.68,Sunday
3547,26695,404,19,1814,98,2024-09-11 22:16:00,44.65,52,2024-09-11 22:25:00,2024-09-11 22:39:00,14,8.09,3.14,Wednesday
5522,77498,406,483,1049,79,2024-09-29 11:28:00,59.18,35,2024-09-29 11:34:00,2024-09-29 11:49:00,15,5.66,50.21,Sunday
9838,71902,800,81,1296,63,2024-09-05 04:45:00,73.67,33,2024-09-05 04:52:00,2024-09-05 05:02:00,10,17.25,79.56,Thursday
3791,20930,105,307,1959,51,2024-09-14 13:43:00,76.65,55,2024-09-14 13:48:00,2024-09-14 13:48:00,0,16.84,23.37,Saturday
7219,90144,126,147,1676,72,2024-09-20 23:00:00,59.26,9,2024-09-20 23:00:00,2024-09-20 23:01:00,1,16.74,15.67,Friday
5925,88218,814,119,1347,20,2024-09-01 12:46:00,36.37,43,2024-09-01 12:51:00,2024-09-01 12:47:00,1436,15.75,50.37,Sunday
3618,35490,322,417,1878,74,2024-09-17 06:48:00,35.9,28,2024-09-17 06:53:00,2024-09-17 07:11:00,18,19.69,10.68,Tuesday
7256,50553,683,75,1524,68,2024-09-19 05:24:00,54.2,80,2024-09-19 05:33:00,2024-09-19 05:31:00,1438,19.4,97.74,Thursday
6051,26598,829,44,1583,5,2024-09-04 03:51:00,68.87,73,2024-09-04 03:57:00,2024-09-04 04:14:00,17,6.55,30.74,Wednesday
1059,51027,922,156,1253,44,2024-09-22 14:17:00,67.08,8,2024-09-22 14:22:00,2024-09-22 14:19:00,1437,9.58,47.92,Sunday
8405,60550,920,93,1349,96,2024-09-04 10:22:00,33.86,75,2024-09-04 10:31:00,2024-09-04 10:34:00,3,14.48,82.38,Wednesday
7728,54497,241,498,1341,71,2024-09-29 14:49:00,59.13,61,2024-09-29 14:52:00,2024-09-29 15:04:00,12,6.31,37.91,Sunday
1113,90043,287,19,1886,52,2024-09-19 20:54:00,70.66,37,2024-09-19 20:55:00,2024-09-19 21:12:00,17,19.76,28.97,Thursday
5069,37394,849,60,1055,13,2024-09-22 11:06:00,35.82,48,2024-09-22 11:13:00,2024-09-22 11:18:00,5,12.46,51.22,Sunday
2281,15208,590,191,1814,60,2024-09-04 22:30:00,48.64,70,2024-09-04 22:36:00,2024-09-04 22:51:00,15,13.23,40.59,Wednesday
5592,78363,887,326,1408,86,2024-09-09 11:59:00,44.95,69,2024-09-09 12:08:00,2024-09-09 12:28:00,20,10.13,65.64,Monday
6076,36545,230,376,1971,65,2024-09-13 12:59:00,62.7,87,2024-09-13 12:59:00,2024-09-13 12:59:00,0,5.23,30.86,Friday
8718,33481,137,399,1297,97,2024-09-28 16:43:00,69.49,16,2024-09-28 16:48:00,2024-09-28 16:52:00,4,12.14,29.4,Saturday
9173,93686,128,152,1938,70,2024-09-29 18:33:00,77.38,53,2024-09-29 18:42:00,2024-09-29 18:58:00,16,15.97,65.67,Sunday
9090,36084,178,312,1538,41,2024-09-01 04:05:00,33.76,75,2024-09-01 04:08:00,2024-09-01 04:28:00,20,14.11,1.9,Sunday
5825,58714,356,217,1275,71,2024-09-13 21:33:00,50.05,58,2024-09-13 21:40:00,2024-09-13 21:51:00,11,14.77,18.15,Friday
6344,12766,658,314,1891,90,2024-09-20 12:11:00,43.65,22,2024-09-20 12:15:00,2024-09-20 12:11:00,1436,18.0,44.74,Friday
9342,46392,767,379,1473,71,2024-09-09 00:07:00,40.46,64,2024-09-09 00:14:00,2024-09-09 00:24:00,10,7.55,73.93,Monday
9028,76883,705,334,1572,39,2024-09-23 12:00:00,71.7,55,2024-09-23 12:06:00,2024-09-23 12:12:00,6,8.5,86.42,Monday
5316,30256,262,496,1607,66,2024-09-23 00:12:00,69.79,80,2024-09-23 00:13:00,2024-09-23 00:25:00,12,7.58,9.69,Monday
2666,96146,643,184,1606,23,2024-09-16 21:16:00,50.78,3,2024-09-16 21:19:00,2024-09-16 21:37:00,18,18.49,85.24,Monday
3246,22180,282,271,1670,72,2024-09-06 00:30:00,79.44,16,2024-09-06 00:37:00,2024-09-06 00:52:00,15,6.15,99.41,Friday
4049,85430,520,90,1772,98,2024-09-16 09:46:00,66.33,70,2024-09-16 09:55:00,2024-09-16 09:53:00,1438,11.76,87.36,Monday
8905,75772,878,419,1122,71,2024-09-19 01:10:00,32.87,53,2024-09-19 01:16:00,2024-09-19 01:16:00,0,17.14,44.32,Thursday
2760,74004,944,338,1241,53,2024-09-01 19:04:00,64.42,58,2024-09-01 19:12:00,2024-09-01 19:23:00,11,8.3,71.16,Sunday
3218,60710,833,401,1102,55,2024-09-27 07:44:00,48.58,60,2024-09-27 07:44:00,2024-09-27 08:03:00,19,7.13,58.62,Friday
3638,10874,336,291,1122,30,2024-09-06 23:16:00,34.35,55,2024-09-06 23:17:00,2024-09-06 23:32:00,15,5.85,49.12,Friday
4470,99041,388,74,1303,7,2024-09-21 15:13:00,30.15,30,2024-09-21 15:17:00,2024-09-21 15:22:00,5,19.78,68.58,Saturday
7156,64922,454,108,1060,29,2024-09-04 14:16:00,52.5,62,2024-09-04 14:19:00,2024-09-04 14:25:00,6,15.21,27.4,Wednesday
7658,96417,681,55,1031,53,2024-09-13 22:56:00,53.1,8,2024-09-13 23:05:00,2024-09-13 23:11:00,6,9.52,65.25,Friday
6344,49262,269,280,1440,14,2024-09-15 11:27:00,75.08,11,2024-09-15 11:31:00,2024-09-15 11:29:00,1438,16.83,49.17,Sunday
6438,51564,362,220,1401,79,2024-09-22 09:07:00,34.74,26,2024-09-22 09:08:00,2024-09-22 09:28:00,20,13.76,51.28,Sunday
9696,69285,299,487,1182,44,2024-09-05 22:04:00,62.52,85,2024-09-05 22:05:00,2024-09-05 22:10:00,5,5.36,40.68,Thursday
6453,71098,193,383,1223,12,2024-09-23 23:24:00,51.84,48,2024-09-23 23:30:00,2024-09-23 23:50:00,20,8.09,36.34,Monday
1915,89458,575,413,1310,74,2024-09-28 05:54:00,53.84,58,2024-09-28 05:57:00,2024-09-28 05:58:00,1,14.03,18.5,Saturday
2283,15442,436,174,1463,29,2024-09-08 03:52:00,65.75,77,2024-09-08 03:52:00,2024-09-08 03:58:00,6,15.92,22.94,Sunday
5743,99040,680,263,1031,30,2024-09-10 02:31:00,74.42,71,2024-09-10 02:40:00,2024-09-10 02:42:00,2,17.14,26.16,Tuesday
1168,61060,814,43,1453,46,2024-09-19 17:39:00,60.31,88,2024-09-19 17:43:00,2024-09-19 17:46:00,3,7.83,50.1,Thursday
3885,77082,538,60,1006,7,2024-09-27 04:49:00,68.95,85,2024-09-27 04:53:00,2024-09-27 05:02:00,9,15.8,9.67,Friday
8883,20369,445,298,1585,91,2024-09-06 22:39:00,33.73,49,2024-09-06 22:39:00,2024-09-06 22:53:00,14,14.37,18.74,Friday
1435,98311,954,125,1220,26,2024-09-26 17:22:00,57.73,0,2024-09-26 17:24:00,2024-09-26 17:27:00,3,13.57,31.82,Thursday
4097,96495,566,390,1557,20,2024-09-28 02:46:00,62.23,20,2024-09-28 02:49:00,2024-09-28 03:09:00,20,12.39,54.48,Saturday
6228,50473,206,383,1876,87,2024-09-20 08:10:00,32.98,62,2024-09-20 08:10:00,2024-09-20 08:26:00,16,11.67,33.69,Friday
6411,57175,409,224,1455,80,2024-09-30 17:02:00,66.77,72,2024-09-30 17:08:00,2024-09-30 17:27:00,19,5.46,27.42,Monday
6422,79971,400,357,1418,10,2024-09-23 15:59:00,30.06,91,2024-09-23 16:03:00,2024-09-23 16:23:00,20,13.87,72.55,Monday
7804,83509,773,485,1483,10,2024-09-13 21:18:00,31.16,3,2024-09-13 21:25:00,2024-09-13 21:25:00,0,12.04,54.95,Friday
7607,31694,173,9,1492,62,2024-09-02 13:28:00,42.66,82,2024-09-02 13:31:00,2024-09-02 13:48:00,17,17.45,15.02,Monday
3879,34108,581,344,1933,18,2024-09-08 10:53:00,46.94,68,2024-09-08 10:56:00,2024-09-08 10:58:00,2,10.78,52.17,Sunday
1490,51264,408,260,1642,75,2024-09-11 12:07:00,61.85,62,2024-09-11 12:11:00,2024-09-11 12:07:00,1436,18.98,5.89,Wednesday
4472,76557,358,225,1887,99,2024-09-18 20:24:00,30.05,1,2024-09-18 20:29:00,2024-09-18 20:24:00,1435,13.4,95.5,Wednesday
1022,88724,889,333,1780,59,2024-09-02 13:28:00,30.23,22,2024-09-02 13:33:00,2024-09-02 13:46:00,13,11.67,34.77,Monday
9442,84614,444,453,1786,4,2024-09-04 17:24:00,36.33,99,2024-09-04 17:32:00,2024-09-04 17:52:00,20,14.46,62.9,Wednesday
7827,81898,657,335,1821,96,2024-09-01 00:12:00,30.83,46,2024-09-01 00:16:00,2024-09-01 00:29:00,13,6.6,12.63,Sunday
6345,23460,177,79,1311,33,2024-09-15 23:26:00,70.84,100,2024-09-15 23:30:00,2024-09-15 23:48:00,18,7.41,24.99,Sunday
8211,67339,984,206,1427,21,2024-09-14 05:00:00,56.03,44,2024-09-14 05:09:00,2024-09-14 05:27:00,18,14.62,95.41,Saturday
4246,90888,919,331,1812,98,2024-09-08 05:47:00,66.19,44,2024-09-08 05:50:00,2024-09-08 05:57:00,7,12.4,60.57,Sunday
2572,95441,958,129,1161,47,2024-09-18 01:53:00,33.51,50,2024-09-18 01:58:00,2024-09-18 02:16:00,18,6.5,36.99,Wednesday
6575,84947,760,320,1783,84,2024-09-15 22:23:00,69.01,42,2024-09-15 22:28:00,2024-09-15 22:46:00,18,16.43,27.6,Sunday
1735,93686,598,53,1498,4,2024-09-22 19:29:00,32.51,43,2024-09-22 19:31:00,2024-09-22 19:28:00,1437,11.93,22.19,Sunday
8652,15205,485,63,1633,57,2024-09-28 04:45:00,34.45,55,2024-09-28 04:46:00,2024-09-28 04:45:00,1439,12.37,2.87,Saturday
3782,57771,344,382,1292,87,2024-09-25 06:50:00,79.54,9,2024-09-25 06:52:00,2024-09-25 06:56:00,4,15.27,66.91,Wednesday
3711,89867,442,413,1399,33,2024-09-05 14:45:00,50.89,34,2024-09-05 14:54:00,2024-09-05 15:00:00,6,7.27,38.6,Thursday
7819,70295,524,446,1367,78,2024-09-20 13:53:00,68.83,35,2024-09-20 13:59:00,2024-09-20 13:54:00,1435,5.62,93.31,Friday
2719,25989,791,298,1107,52,2024-09-03 22:13:00,30.78,10,2024-09-03 22:23:00,2024-09-03 22:35:00,12,5.93,44.29,Tuesday
4838,44276,480,438,1504,89,2024-09-29 09:46:00,46.28,88,2024-09-29 09:48:00,2024-09-29 10:03:00,15,15.09,7.26,Sunday
2939,83621,785,189,1725,16,2024-09-15 14:47:00,33.42,83,2024-09-15 14:57:00,2024-09-15 14:52:00,1435,12.01,56.8,Sunday
8150,53178,949,217,1314,62,2024-09-02 13:01:00,35.67,81,2024-09-02 13:01:00,2024-09-02 13:13:00,12,12.19,83.46,Monday
6926,48422,896,244,1061,42,2024-09-25 04:50:00,54.22,34,2024-09-25 04:55:00,2024-09-25 05:00:00,5,13.33,4.85,Wednesday
3462,17963,167,435,1225,46,2024-09-16 08:22:00,48.08,61,2024-09-16 08:29:00,2024-09-16 08:48:00,19,5.87,22.03,Monday
3555,78325,437,163,1899,43,2024-09-01 13:09:00,46.68,86,2024-09-01 13:14:00,2024-09-01 13:17:00,3,17.96,80.92,Sunday
4440,94911,161,138,1550,15,2024-09-03 05:29:00,68.78,24,2024-09-03 05:35:00,2024-09-03 05:44:00,9,7.69,10.59,Tuesday
7429,20024,376,419,1343,9,2024-09-04 17:21:00,78.43,26,2024-09-04 17:30:00,2024-09-04 17:27:00,1437,9.18,9.94,Wednesday
1531,56026,165,429,1154,80,2024-09-10 14:13:00,38.55,93,2024-09-10 14:15:00,2024-09-10 14:25:00,10,15.35,0.66,Tuesday
5891,84528,238,67,1240,56,2024-09-18 01:39:00,74.01,20,2024-09-18 01:40:00,2024-09-18 01:46:00,6,5.23,64.46,Wednesday
3264,16621,738,131,1739,93,2024-09-12 23:56:00,70.82,65,2024-09-12 23:58:00,2024-09-13 00:02:00,4,19.5,93.51,Thursday
3254,95366,747,331,1406,43,2024-09-26 12:11:00,77.12,69,2024-09-26 12:12:00,2024-09-26 12:19:00,7,18.09,94.88,Thursday
2364,84076,209,320,1779,98,2024-09-10 14:58:00,54.53,32,2024-09-10 15:08:00,2024-09-10 15:11:00,3,10.67,52.73,Tuesday
9024,65037,320,272,1503,43,2024-09-02 19:01:00,43.71,73,2024-09-02 19:11:00,2024-09-02 19:16:00,5,6.7,67.27,Monday
4994,37079,101,350,1977,40,2024-09-27 01:42:00,37.96,55,2024-09-27 01:44:00,2024-09-27 01:50:00,6,8.67,45.25,Friday
4481,53421,676,63,1200,65,2024-09-22 17:30:00,33.63,17,2024-09-22 17:31:00,2024-09-22 17:31:00,0,13.5,72.23,Sunday
8919,37213,346,454,1190,42,2024-09-13 04:53:00,40.24,16,2024-09-13 05:00:00,2024-09-13 05:16:00,16,13.2,0.98,Friday
2960,25702,865,448,1130,52,2024-09-23 00:09:00,55.32,90,2024-09-23 00:18:00,2024-09-23 00:22:00,4,8.2,93.12,Monday
2631,41624,946,80,1256,14,2024-09-28 16:08:00,63.4,92,2024-09-28 16:12:00,2024-09-28 16:25:00,13,11.7,1.04,Saturday
6738,59642,368,241,1751,13,2024-09-08 13:03:00,63.94,18,2024-09-08 13:05:00,2024-09-08 13:22:00,17,5.62,65.26,Sunday
1297,60172,129,378,1388,30,2024-09-27 17:36:00,52.6,91,2024-09-27 17:38:00,2024-09-27 17:56:00,18,8.02,14.13,Friday
9472,60414,305,477,1550,58,2024-09-27 11:32:00,55.56,84,2024-09-27 11:34:00,2024-09-27 11:35:00,1,11.49,62.62,Friday
3342,75014,211,332,1881,90,2024-09-13 13:33:00,39.18,19,2024-09-13 13:33:00,2024-09-13 13:47:00,14,14.97,47.22,Friday
2034,18345,479,248,1637,1,2024-09-04 21:13:00,60.08,3,2024-09-04 21:16:00,2024-09-04 21:24:00,8,7.25,2.95,Wednesday
6962,15278,271,388,1024,54,2024-09-09 19:01:00,62.11,47,2024-09-09 19:06:00,2024-09-09 19:07:00,1,14.11,83.8,Monday
1815,72650,298,116,1273,26,2024-09-05 22:41:00,48.53,96,2024-09-05 22:45:00,2024-09-05 22:47:00,2,12.79,51.57,Thursday
5691,79846,511,460,1063,8,2024-09-11 12:09:00,73.33,90,2024-09-11 12:17:00,2024-09-11 12:12:00,1435,8.05,54.91,Wednesday
9628,76877,824,54,1227,19,2024-09-28 04:00:00,33.01,38,2024-09-28 04:05:00,2024-09-28 04:13:00,8,6.65,25.72,Saturday
7758,73289,869,454,1333,23,2024-09-10 17:16:00,65.5,77,2024-09-10 17:23:00,2024-09-10 17:42:00,19,16.93,12.83,Tuesday
6102,20023,529,48,1289,84,2024-09-06 02:16:00,49.85,32,2024-09-06 02:18:00,2024-09-06 02:18:00,0,5.62,74.25,Friday
3286,85134,117,449,1120,64,2024-09-08 03:12:00,52.43,65,2024-09-08 03:22:00,2024-09-08 03:37:00,15,18.96,27.86,Sunday
1261,69911,934,331,1656,6,2024-09-24 18:33:00,74.09,64,2024-09-24 18:40:00,2024-09-24 18:46:00,6,13.9,72.74,Tuesday
9595,23285,238,426,1512,41,2024-09-11 10:03:00,52.15,71,2024-09-11 10:04:00,2024-09-11 10:17:00,13,7.43,61.91,Wednesday
4464,33993,359,94,1269,89,2024-09-30 16:23:00,32.01,56,2024-09-30 16:25:00,2024-09-30 16:44:00,19,14.52,17.76,Monday
3715,67285,587,12,1940,63,2024-09-29 13:02:00,49.48,72,2024-09-29 13:04:00,2024-09-29 12:59:00,1435,10.42,87.94,Sunday
9178,74735,665,265,1881,38,2024-09-10 05:57:00,54.72,86,2024-09-10 05:58:00,2024-09-10 06:00:00,2,16.99,54.1,Tuesday
1164,97921,790,200,1523,14,2024-09-20 04:47:00,55.21,7,2024-09-20 04:48:00,2024-09-20 05:08:00,20,19.34,83.91,Friday
8710,80404,541,336,1903,15,2024-09-22 01:59:00,65.63,27,2024-09-22 02:04:00,2024-09-22 02:09:00,5,13.75,84.96,Sunday
4760,46684,407,459,1620,74,2024-09-17 19:16:00,63.55,32,2024-09-17 19:17:00,2024-09-17 19:18:00,1,16.25,76.46,Tuesday
2584,88480,981,48,1478,17,2024-09-02 04:12:00,68.76,69,2024-09-02 04:16:00,2024-09-02 04:31:00,15,17.44,77.64,Monday
6103,11854,977,205,1401,31,2024-09-14 17:53:00,69.27,91,2024-09-14 17:54:00,2024-09-14 18:01:00,7,18.33,31.87,Saturday
1699,96660,225,353,1982,14,2024-09-28 16:38:00,75.92,37,2024-09-28 16:42:00,2024-09-28 16:59:00,17,14.08,81.45,Saturday
4884,22211,131,265,1050,45,2024-09-18 12:03:00,66.95,84,2024-09-18 12:06:00,2024-09-18 12:25:00,19,19.5,25.97,Wednesday
1780,70652,695,281,1603,79,2024-09-12 01:50:00,52.47,48,2024-09-12 01:53:00,2024-09-12 02:12:00,19,5.36,84.4,Thursday
5362,46297,615,332,1951,68,2024-09-26 04:34:00,79.15,98,2024-09-26 04:39:00,2024-09-26 04:57:00,18,5.06,34.75,Thursday
4679,93941,413,467,1710,66,2024-09-18 06:06:00,36.78,93,2024-09-18 06:13:00,2024-09-18 06:09:00,1436,11.23,71.24,Wednesday
3815,77469,727,297,1033,6,2024-09-07 11:15:00,43.57,52,2024-09-07 11:16:00,2024-09-07 11:12:00,1436,16.05,74.32,Saturday
9254,25446,878,299,1847,86,2024-09-13 04:05:00,76.45,3,2024-09-13 04:05:00,2024-09-13 04:24:00,19,19.55,3.34,Friday
1892,55615,261,223,1896,81,2024-09-07 15:31:00,70.19,41,2024-09-07 15:36:00,2024-09-07 15:48:00,12,9.78,21.3,Saturday
1808,17844,714,75,1471,66,2024-09-04 12:35:00,64.46,65,2024-09-04 12:37:00,2024-09-04 12:52:00,15,18.04,92.8,Wednesday
5538,11594,490,63,1998,39,2024-09-27 06:41:00,76.91,15,2024-09-27 06:42:00,2024-09-27 06:55:00,13,14.95,55.0,Friday
1458,92115,745,449,1079,70,2024-09-05 05:07:00,74.8,75,2024-09-05 05:13:00,2024-09-05 05:19:00,6,16.41,85.47,Thursday
7885,33089,753,470,1490,74,2024-09-02 06:52:00,47.08,76,2024-09-02 07:01:00,2024-09-02 07:05:00,4,14.55,99.02,Monday
5529,43230,710,260,1072,32,2024-09-10 04:59:00,44.24,91,2024-09-10 05:08:00,2024-09-10 05:25:00,17,18.29,89.44,Tuesday
5461,29573,231,438,1084,70,2024-09-16 19:07:00,54.09,87,2024-09-16 19:12:00,2024-09-16 19:07:00,1435,6.92,11.06,Monday
4638,92104,898,259,1164,84,2024-09-12 07:47:00,35.36,85,2024-09-12 07:47:00,2024-09-12 07:55:00,8,15.29,67.94,Thursday
6885,77102,628,213,1341,8,2024-09-04 04:44:00,55.99,61,2024-09-04 04:53:00,2024-09-04 05:05:00,12,19.05,38.63,Wednesday
4219,30295,172,90,1472,46,2024-09-24 11:56:00,59.18,29,2024-09-24 12:01:00,2024-09-24 12:05:00,4,6.47,64.14,Tuesday
6961,44070,544,489,1814,38,2024-09-03 06:05:00,75.98,44,2024-09-03 06:09:00,2024-09-03 06:18:00,9,6.48,10.85,Tuesday
9086,74211,402,22,1311,2,2024-09-13 03:45:00,44.76,2,2024-09-13 03:45:00,2024-09-13 03:58:00,13,18.61,71.93,Friday
2432,91932,215,47,1577,10,2024-09-19 14:21:00,68.77,17,2024-09-19 14:22:00,2024-09-19 14:38:00,16,18.11,51.91,Thursday
5565,87803,232,432,1140,89,2024-09-20 03:58:00,38.46,7,2024-09-20 03:58:00,2024-09-20 04:15:00,17,19.95,10.15,Friday
1887,10237,834,325,1988,76,2024-09-15 06:01:00,52.7,10,2024-09-15 06:11:00,2024-09-15 06:30:00,19,8.09,58.66,Sunday
1333,57772,555,14,1517,95,2024-09-19 14:30:00,31.49,55,2024-09-19 14:37:00,2024-09-19 14:42:00,5,14.44,52.31,Thursday
3527,72982,376,239,1629,31,2024-09-08 22:01:00,63.35,62,2024-09-08 22:03:00,2024-09-08 22:20:00,17,5.83,49.36,Sunday
1342,73084,308,402,1874,6,2024-09-20 22:51:00,70.22,72,2024-09-20 22:52:00,2024-09-20 22:50:00,1438,17.24,74.3,Friday
4456,33110,263,4,1653,82,2024-09-21 04:24:00,58.78,57,2024-09-21 04:30:00,2024-09-21 04:28:00,1438,11.5,8.16,Saturday
7779,90007,658,262,1391,80,2024-09-01 00:21:00,57.3,17,2024-09-01 00:27:00,2024-09-01 00:30:00,3,10.34,77.85,Sunday
1761,61399,968,384,1509,10,2024-09-07 12:45:00,55.73,26,2024-09-07 12:47:00,2024-09-07 12:45:00,1438,5.62,89.55,Saturday
4521,58649,163,431,1874,52,2024-09-06 01:06:00,49.37,72,2024-09-06 01:10:00,2024-09-06 01:23:00,13,15.83,72.32,Friday
1451,18852,441,361,1855,21,2024-09-19 06:34:00,72.76,69,2024-09-19 06:34:00,2024-09-19 06:41:00,7,15.48,58.41,Thursday
5047,73031,372,28,1814,92,2024-09-18 04:03:00,79.33,95,2024-09-18 04:04:00,2024-09-18 03:59:00,1435,6.7,21.14,Wednesday
4823,71776,385,283,1162,99,2024-09-09 11:52:00,71.62,96,2024-09-09 11:53:00,2024-09-09 12:12:00,19,6.38,3.67,Monday
8646,81171,742,121,1958,16,2024-09-15 06:07:00,33.07,22,2024-09-15 06:12:00,2024-09-15 06:29:00,17,10.72,61.61,Sunday
1202,56461,692,305,1579,93,2024-09-17 09:15:00,41.23,51,2024-09-17 09:22:00,2024-09-17 09:41:00,19,9.79,3.75,Tuesday
7884,71370,305,364,1124,51,2024-09-25 14:45:00,47.25,3,2024-09-25 14:54:00,2024-09-25 14:59:00,5,11.32,32.12,Wednesday
9216,41375,686,76,1362,36,2024-09-29 14:29:00,52.46,68,2024-09-29 14:32:00,2024-09-29 14:38:00,6,6.6,66.8,Sunday
6656,38967,396,350,1209,74,2024-09-26 02:18:00,77.19,33,2024-09-26 02:20:00,2024-09-26 02:21:00,1,7.52,5.04,Thursday
6544,30085,226,219,1714,76,2024-09-08 14:52:00,69.86,76,2024-09-08 14:56:00,2024-09-08 15:08:00,12,6.74,9.56,Sunday
4948,88677,732,182,1264,65,2024-09-14 03:57:00,57.56,26,2024-09-14 04:06:00,2024-09-14 04:03:00,1437,16.88,47.2,Saturday
9598,58593,942,270,1764,90,2024-09-08 06:24:00,42.02,57,2024-09-08 06:33:00,2024-09-08 06:28:00,1435,6.29,92.14,Sunday
2581,87276,159,450,1846,98,2024-09-15 18:40:00,68.92,34,2024-09-15 18:41:00,2024-09-15 18:48:00,7,8.81,32.97,Sunday
6851,90190,498,401,1274,50,2024-09-16 17:46:00,30.91,16,2024-09-16 17:55:00,2024-09-16 17:56:00,1,15.29,46.55,Monday
5724,42524,924,191,1771,61,2024-09-15 04:03:00,54.37,35,2024-09-15 04:10:00,2024-09-15 04:17:00,7,6.5,4.89,Sunday
7036,98815,602,369,1917,61,2024-09-06 09:13:00,43.26,90,2024-09-06 09:13:00,2024-09-06 09:11:00,1438,6.97,71.84,Friday
9563,25974,804,319,1442,62,2024-09-10 04:26:00,50.73,3,2024-09-10 04:32:00,2024-09-10 04:31:00,1439,11.2,96.3,Tuesday
6398,87192,268,306,1093,51,2024-09-11 03:54:00,79.64,72,2024-09-11 04:04:00,2024-09-11 04:00:00,1436,19.26,24.04,Wednesday
9291,29506,684,298,1711,63,2024-09-02 00:34:00,40.1,97,2024-09-02 00:41:00,2024-09-02 00:51:00,10,15.03,56.75,Monday
5685,71326,191,420,1143,10,2024-09-11 23:19:00,39.36,13,2024-09-11 23:19:00,2024-09-11 23:29:00,10,9.35,32.29,Wednesday
9336,77492,610,500,1961,17,2024-09-01 13:16:00,61.22,2,2024-09-01 13:24:00,2024-09-01 13:34:00,10,16.54,96.09,Sunday
2263,80783,246,450,1769,75,2024-09-07 17:42:00,72.43,2,2024-09-07 17:47:00,2024-09-07 17:47:00,0,6.03,91.25,Saturday
9104,58652,636,439,1773,22,2024-09-11 05:54:00,41.0,2,2024-09-11 05:58:00,2024-09-11 06:16:00,18,5.57,45.15,Wednesday
2431,38210,816,86,1756,43,2024-09-27 10:39:00,72.1,5,2024-09-27 10:43:00,2024-09-27 10:47:00,4,7.09,69.51,Friday
1034,95955,557,428,1644,6,2024-09-08 22:54:00,69.6,82,2024-09-08 22:54:00,2024-09-08 22:55:00,1,14.26,6.01,Sunday
2801,19993,112,15,1439,15,2024-09-01 19:06:00,36.27,42,2024-09-01 19:07:00,2024-09-01 19:06:00,1439,15.71,51.17,Sunday
8704,20435,174,456,1115,55,2024-09-22 22:44:00,61.94,67,2024-09-22 22:54:00,2024-09-22 22:59:00,5,11.98,63.88,Sunday
8480,96834,979,460,1919,54,2024-09-08 18:56:00,34.7,51,2024-09-08 19:04:00,2024-09-08 19:17:00,13,8.23,82.76,Sunday
1683,51618,736,35,1639,4,2024-09-27 02:57:00,63.85,18,2024-09-27 02:57:00,2024-09-27 03:09:00,12,16.14,24.24,Friday
6546,31170,706,325,1166,26,2024-09-13 20:11:00,68.32,27,2024-09-13 20:16:00,2024-09-13 20:16:00,0,9.0,97.62,Friday
4880,95982,925,464,1123,1,2024-09-06 23:22:00,50.0,21,2024-09-06 23:32:00,2024-09-06 23:36:00,4,5.76,57.94,Friday
5858,24060,890,80,1216,98,2024-09-26 13:12:00,30.49,18,2024-09-26 13:22:00,2024-09-26 13:28:00,6,18.22,26.34,Thursday
7158,45486,568,242,1422,77,2024-09-12 23:05:00,65.03,38,2024-09-12 23:14:00,2024-09-12 23:25:00,11,5.69,61.16,Thursday
4741,20321,832,107,1932,45,2024-09-17 05:51:00,75.35,76,2024-09-17 05:56:00,2024-09-17 06:09:00,13,7.49,79.31,Tuesday
7929,77500,827,281,1940,100,2024-09-13 23:52:00,65.71,54,2024-09-13 23:53:00,2024-09-14 00:09:00,16,10.35,21.57,Friday
9603,57789,366,112,1706,21,2024-09-05 03:34:00,73.87,47,2024-09-05 03:42:00,2024-09-05 03:54:00,12,5.28,82.25,Thursday
2987,48375,339,327,1878,68,2024-09-09 22:45:00,78.18,57,2024-09-09 22:53:00,2024-09-09 23:12:00,19,15.77,14.66,Monday
3455,57988,643,72,1467,45,2024-09-24 14:40:00,71.12,32,2024-09-24 14:41:00,2024-09-24 14:41:00,0,17.49,71.84,Tuesday
3753,73389,294,251,1893,57,2024-09-24 08:12:00,30.13,100,2024-09-24 08:19:00,2024-09-24 08:38:00,19,16.46,42.69,Tuesday
4957,37212,873,449,1606,57,2024-09-06 23:42:00,59.58,48,2024-09-06 23:51:00,2024-09-06 23:59:00,8,9.94,3.7,Friday
3502,73910,656,480,1340,3,2024-09-10 09:03:00,70.77,35,2024-09-10 09:03:00,2024-09-10 09:06:00,3,17.26,25.25,Tuesday
